congress,nomination_number,citation,source,source_year,source_month,nomination_date,latest_action_date,latest_action_text,nominee,position_title,organization,description,court
117,1670,PN1670,congress.gov_api,2025,7,2022-01-10,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Circuit Judge for the Eleventh Circuit,The Judiciary,"Nancy G. Abudu, of Georgia, to be United States Circuit Judge for the Eleventh Circuit, vice Beverly Baldwin Martin, retired.",
117,1954,PN1954,congress.gov_api,2025,7,2022-04-07,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Member of the Board of Trustees of the Federal Old-Age and Survivors Insurance Trust Fund and the Federal Disability Insurance Trust Fund,Federal Old-Age and Survivors Insurance Trust Fund,"Patricia Hart Neuman, of the District of Columbia, to be a Member of the Board of Trustees of the Federal Old-Age and Survivors Insurance Trust Fund and the Federal Disability Insurance Trust Fund for a term of four years, vice Robert D. Reischauer, term expired.",
117,2129,PN2129,congress.gov_api,2025,7,2022-05-17,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,"Under Secretary of Agriculture for Food, Nutrition, and Consumer Services",Department of Agriculture,"Stacy Lynn Dean, of the District of Columbia, to be Under Secretary of Agriculture for Food, Nutrition, and Consumer Services, vice Kevin W. Concannon.",
117,1952,PN1952,congress.gov_api,2025,7,2022-04-07,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Member of the Board of Trustees of the Federal Hospital Insurance Trust Fund,Federal Hospital Insurance Trust Fund,"Patricia Hart Neuman, of the District of Columbia, to be a Member of the Board of Trustees of the Federal Hospital Insurance Trust Fund for a term of four years, vice Robert D. Reischauer, term expired.",
117,1953,PN1953,congress.gov_api,2025,7,2022-04-07,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Member of the Board of Trustees of the Federal Supplementary Medical Insurance Trust Fund,Federal Supplementary Medical Insurance Trust Fund,"Patricia Hart Neuman, of the District of Columbia, to be a Member of the Board of Trustees of the Federal Supplementary Medical Insurance Trust Fund for a term of four years, vice Robert D. Reischauer, term expired.",
117,2213,PN2213,congress.gov_api,2025,7,2022-06-06,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Attorney for the Western District of Wisconsin,Department of Justice,"Sopen B. Shah, of Wisconsin, to be United States Attorney for the Western District of Wisconsin for the term of four years, vice Scott C. Blader, resigned.",WI-W
117,2194,PN2194,congress.gov_api,2025,7,2022-05-25,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Marshal for the Southern District of Georgia,Department of Justice,"Roy W. Minter, Jr., of Georgia, to be United States Marshal for the Southern District of Georgia for the term of four years, vice David L. Lyons, term expired.",GA-S
117,2374,PN2374,congress.gov_api,2025,7,2022-07-13,2023-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Northern District of New York,The Judiciary,"Jorge A. Rodriguez, of New York, to be United States District Judge for the Northern District of New York, vice David M. Hurd, retiring.",NY-N
117,246,PN246,congress.gov_api,2025,7,2021-03-15,2021-05-12,Confirmed by the Senate by Yea-Nay Vote. 69 - 30. Record Vote Number: 186.,,Governor of the United States Postal Service,United States Postal Service,"Ronald Stroman, of the District of Columbia, to be a Governor of the United States Postal Service for a term expiring December 8, 2021, vice Ellen C. Williams, term expired.",
117,245,PN245,congress.gov_api,2025,7,2021-03-15,2021-05-12,Confirmed by the Senate by Yea-Nay Vote. 66 - 32. Record Vote Number: 188.,,Governor of the United States Postal Service,United States Postal Service,"Ronald Stroman, of the District of Columbia, to be a Governor of the United States Postal Service for a term expiring December 8, 2028.  (Reappointment)",
117,1203,PN1203,congress.gov_api,2025,7,2021-09-30,2022-02-07,Confirmed by the Senate by Yea-Nay Vote. 55 - 38. Record Vote Number: 36.,,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Ebony M. Scott, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Rhonda Reid Winston, retired.",
117,1368,PN1368,congress.gov_api,2025,7,2021-11-15,2022-11-30,Confirmed by the Senate by Yea-Nay Vote. 92 - 3. Record Vote Number: 367.,,Inspector General,Department of Defense,"Robert Phillip Storch, of the District of Columbia, to be Inspector General, Department of Defense, vice Jon T. Rymer, resigned.",
117,456,PN456,congress.gov_api,2025,7,2021-04-27,2021-08-05,Confirmed by the Senate by Voice Vote.,,"Under Secretary for Strategy, Policy, and Plans, Department of Homeland Security",Department of Homeland Security,"Robert Peter Silvers, of the District of Columbia, to be Under Secretary for Strategy, Policy, and Plans, Department of Homeland Security, vice Chad F. Wolf.",
117,1298,PN1298,congress.gov_api,2025,7,2021-10-27,2022-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,"Controller, Office of Federal Financial Management, Office of Management and Budget",Executive Office of the President,"Laurel A. Blatchford, of the District of Columbia, to be Controller, Office of Federal Financial Management, Office of Management and Budget, vice David Arthur Mader.",
117,386,PN386,congress.gov_api,2025,7,2021-04-19,2022-02-02,Confirmed by the Senate by Yea-Nay Vote. 57 - 38. Record Vote Number: 21.,,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Rupa Ranga Puttagunta, of the District of Columbia, to be Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Patricia A. Broderick, retired.",
117,800,PN800,congress.gov_api,2025,7,2021-07-13,2022-02-02,Confirmed by the Senate by Yea-Nay Vote. 59 - 38. Record Vote Number: 25.,,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Sean C. Staples, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Lee F. Satterfield, term expired.",
117,637,PN637,congress.gov_api,2025,7,2021-06-15,2022-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Associate Judge of the District of Columbia Court of Appeals,The Judiciary,"Tovah R. Calderon, of the District of Columbia, to be an Associate Judge of the District of Columbia Court of Appeals for the term of fifteen years, vice Kathryn A. Oberly, retired.",
117,638,PN638,congress.gov_api,2025,7,2021-06-15,2022-02-02,Confirmed by the Senate by Yea-Nay Vote. 59 - 38. Record Vote Number: 24.,,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Kenia Seoane Lopez, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Ronna Lee Beck, retired.",
117,996,PN996,congress.gov_api,2025,7,2021-08-05,2022-02-08,Confirmed by the Senate by Yea-Nay Vote. 62 - 34. Record Vote Number: 38.,,Associate Judge of the District of Columbia Court of Appeals,The Judiciary,"John P. Howard III, of the District of Columbia, to be an Associate Judge of the District of Columbia Court of Appeals for the term of fifteen years, vice Phyllis D. Thompson, term expiring.",
117,1529,PN1529,congress.gov_api,2025,7,2022-01-04,2022-04-26,Confirmed by the Senate by Yea-Nay Vote. 52 - 43. Record Vote Number: 136.,,Vice Chairman of the Board of Governors of the Federal Reserve System,Federal Reserve System,"Lael Brainard, of the District of Columbia, to be Vice Chairman of the Board of Governors of the Federal Reserve System for a term of four years, vice Richard Clarida.",
117,1202,PN1202,congress.gov_api,2025,7,2021-09-30,2022-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Adrienne Jennings Noti, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Frederick Howard Weisberg, retired.",
117,78,PN78-0,congress.gov_api,2025,7,2021-01-20,,,Janet Louise Yellen,,,"Janet Louise Yellen, of California, to be Secretary of Defense",
117,1247,PN1247,congress.gov_api,2025,7,2021-10-19,2022-02-17,Confirmed by the Senate by Voice Vote.,,"Inspector General, Export-Import Bank",Export-Import Bank of the United States,"Parisa Salehi, of the District of Columbia, to be Inspector General, Export-Import Bank, vice Osvaldo Luis Gratacos Munet, resigned.",
117,433,PN433,congress.gov_api,2025,7,2021-04-27,2022-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Assistant Secretary of the Department of Housing and Urban Development,Department of Housing and Urban Development,"Solomon Jeffrey Greene, of the District of Columbia, to be an Assistant Secretary of Housing and Urban Development, vice Seth Daniel Appleton, resigned.",
117,1021,PN1021,congress.gov_api,2025,7,2021-08-10,2021-12-18,Confirmed by the Senate by Voice Vote.,,Assistant Secretary of the Treasury,Department of the Treasury,"Alexia Marie Gabrielle Latortue, of the District of Columbia, to be an Assistant Secretary of the Treasury, vice Mitchell A. Silk.",
117,1603,PN1603,congress.gov_api,2025,7,2022-01-04,2022-10-11,Received message of withdrawal of nomination from the President.,,"Controller, Office of Federal Financial Management, Office of Management and Budget",Executive Office of the President,"Laurel A. Blatchford, of the District of Columbia, to be Controller, Office of Federal Financial Management, Office of Management and Budget, vice David Arthur Mader.",
117,1159,PN1159,congress.gov_api,2025,7,2021-09-20,2022-09-29,Confirmed by the Senate by Voice Vote.,,Assistant Secretary of Health and Human Services,Department of Health and Human Services,"Robert Michael Gordon, of the District of Columbia, to be an Assistant Secretary of Health and Human Services, vice Ellen Gloninger Murray.",
117,1834,PN1834,congress.gov_api,2025,7,2022-03-08,2022-07-14,Confirmed by the Senate by Yea-Nay Vote. 50 - 41. Record Vote Number: 254.,,General Counsel of the Central Intelligence Agency,Central Intelligence Agency,"Kate Elizabeth Heinzelman, of New York, to be General Counsel of the Central Intelligence Agency, vice Courtney Elwood.",
117,119,PN119,congress.gov_api,2025,7,2021-02-13,2021-03-18,Confirmed by the Senate by Voice Vote.,,Deputy Secretary of State for Management and Resources,Department of State,"Brian P. McKeon, of the District of Columbia, to be Deputy Secretary of State for Management and Resources, vice Heather Anne Higginbottom.",
117,493,PN493,congress.gov_api,2025,7,2021-04-28,2021-08-09,Confirmed by the Senate by Voice Vote.,,Assistant Secretary of State (Consular Affairs),Department of State,"Rena Bitter, of the District of Columbia, a Career Member of the Senior Foreign Service, Class of Minister-Counselor,  to be an Assistant Secretary of State (Consular Affairs), vice Carl C. Risch.",
117,548,PN548,congress.gov_api,2025,7,2021-04-29,2021-09-28,Confirmed by the Senate by Yea-Nay Vote. 73 - 26. Record Vote Number: 386.,,Assistant Secretary of State (European Affairs and Eurasian Affairs),Department of State,"Karen Erika Donfried, of the District of Columbia, to be an Assistant Secretary of State (European Affairs and Eurasian Affairs), vice A. Wess Mitchell, resigned.",
117,634,PN634,congress.gov_api,2025,7,2021-06-15,2021-10-05,Confirmed by the Senate by Yea-Nay Vote. 79 - 20. Record Vote Number: 405.,,Deputy Administrator of the United States Agency for International Development,United States Agency for International Development,"Paloma Adams-Allen, of the District of Columbia, to be a Deputy Administrator of the United States Agency for International Development, vice Bonnie Glick.",
117,782,PN782,congress.gov_api,2025,7,2021-07-13,2022-02-08,Confirmed by the Senate by Yea-Nay Vote. 66 - 31. Record Vote Number: 42.,,United States Director of the Asian Development Bank,Asian Development Bank,"Chantale Yokmin Wong, of the District of Columbia, to be United States Director of the Asian Development Bank, with the rank of Ambassador, vice Jason Myung-lk Chung.",
117,776,PN776,congress.gov_api,2025,7,2021-07-13,2021-12-18,Confirmed by the Senate by Voice Vote.,,"Representative of the United States of America to the United Nations and Other International Organizations in Geneva, with the Rank of Ambassador",Department of State,"Bathsheba Nell Crocker, of the District of Columbia, to be Representative of the United States of America to the Office of the United Nations and Other International Organizations in Geneva, with the rank of Ambassador.",
117,773,PN773,congress.gov_api,2025,7,2021-07-13,2022-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Assistant Secretary of State (Verification and Compliance),Department of State,"Mallory A. Stewart, of the District of Columbia, to be Assistant Secretary of State (Verification and Compliance), vice Yleem D. S. Poblete, resigned.",
117,777,PN777,congress.gov_api,2025,7,2021-07-13,2021-11-03,Confirmed by the Senate by Voice Vote.,,"U.S. Representative to the Organization for Security and Cooperation in Europe, with the rank of Ambassador",Department of State,"Michael Carpenter, of the District of Columbia, to be U.S. Representative to the Organization for Security and Cooperation in Europe, with the rank of Ambassador.",
117,1033,PN1033,congress.gov_api,2025,7,2021-08-10,2021-12-18,Confirmed by the Senate by Voice Vote.,,Ambassador to Equatorial Guinea,Department of State,"David R. Gilmour, of the District of Columbia, a Career Member of the Senior Foreign Service, Class of Minister-Counselor, to be Ambassador Extraordinary and Plenipotentiary of the United States of America to the Republic of Equatorial Guinea.",
117,1032,PN1032,congress.gov_api,2025,7,2021-08-10,2022-05-17,Confirmed by the Senate by Voice Vote.,,United States Alternate Executive Director,Inter-American Development Bank,"Maria Fabiana Jorge, of the District of Columbia, to be United States Alternate Executive Director of the Inter-American Development Bank, vice Eliot Pedrosa.",
117,1362,PN1362,congress.gov_api,2025,7,2021-11-04,2022-02-07,Confirmed by the Senate by Voice Vote.,,"Chief Executive Officer, Millennium Challenge Corporation",Millennium Challenge Corporation,"Alice P. Albright, of the District of Columbia, to be Chief Executive Officer, Millennium Challenge Corporation, vice Sean Cairncross.",
117,1291,PN1291,congress.gov_api,2025,7,2021-10-21,2022-03-31,Confirmed by the Senate by Voice Vote.,,Director of the Trade and Development Agency,Trade and Development Agency,"Enoh T. Ebong, of the District of Columbia, to be Director of the Trade and Development Agency, vice Leocadia Irine Zak.",
117,1755,PN1755,congress.gov_api,2025,7,2022-02-03,2022-08-04,Confirmed by the Senate by Voice Vote.,,Member of the Board of Directors,United States Institute of Peace,"Edward Gabriel, of the District of Columbia, to be a Member of the Board of Directors of the United States Institute of Peace for a term of four years, vice Ikram U. Khan, term expired.",
117,2091,PN2091,congress.gov_api,2025,7,2022-05-12,2022-08-04,Confirmed by the Senate by Voice Vote.,,Member of the United States Sentencing Commission,United States Sentencing Commission,"Candice C. Wong, of the District of Columbia, to be a Member of the United States Sentencing Commission for a term expiring October 31, 2027, vice Dabney Langhorne Friedrich, term expired.",
117,1186,PN1186,congress.gov_api,2025,7,2021-09-27,2021-12-16,Confirmed by the Senate by Voice Vote.,,Assistant Secretary for Intelligence and Analysis,Department of the Treasury,"Shannon Corless, of the District of Columbia, to be Assistant Secretary for Intelligence and Analysis, Department of the Treasury, vice Isabel Marie Keenan Patelunas.",
117,2058,PN2058,congress.gov_api,2025,7,2022-05-05,2022-07-21,Confirmed by the Senate by Voice Vote.,,United States Marshal for the Eastern District of Louisiana,Department of Justice,"Enix Smith III, of Louisiana, to be United States Marshal for the Eastern District of Louisiana for the term of four years, vice Scott Patrick Illing.",LA-E
117,2210,PN2210,congress.gov_api,2025,7,2022-06-06,2022-07-21,Confirmed by the Senate by Voice Vote.,,United States Attorney for the District of South Carolina,Department of Justice,"Adair Ford Boroughs, of South Carolina, to be United States Attorney for the District of South Carolina for the term of four years, vice Peter M. McCoy, Jr., resigned.",SC-None
117,1168,PN1168,congress.gov_api,2025,7,2021-09-20,2022-01-12,Confirmed by the Senate by Yea-Nay Vote. 52 - 47. Record Vote Number: 7.,,United States Circuit Judge for the Ninth Circuit,The Judiciary,"Gabriel P. Sanchez, of California, to be United States Circuit Judge for the Ninth Circuit, vice Marsha L. Berzon, retiring.",
117,1969,PN1969,congress.gov_api,2025,7,2022-04-25,2022-07-20,Confirmed by the Senate by Yea-Nay Vote. 52 - 43. Record Vote Number: 263.,,United States District Judge for the District of Delaware,The Judiciary,"Gregory Brian Williams, of Delaware, to be United States District Judge for the District of Delaware, vice Leonard Philip Stark, elevated.",DE-None
117,1968,PN1968,congress.gov_api,2025,7,2022-04-25,2022-07-19,Confirmed by the Senate by Yea-Nay Vote. 53 - 45. Record Vote Number: 259.,,United States District Judge for the Northern District of Illinois,The Judiciary,"Nancy L. Maldonado, of Illinois, to be United States District Judge for the Northern District of Illinois, vice Matthew F. Kennelly, retired.",IL-N
117,1671,PN1671,congress.gov_api,2025,7,2022-01-10,2022-07-19,Confirmed by the Senate by Yea-Nay Vote. 64 - 34. Record Vote Number: 260.,,United States Circuit Judge for the District of Columbia Circuit,The Judiciary,"Julianna Michelle Childs, of South Carolina, to be United States Circuit Judge for the District of Columbia Circuit, vice David S. Tatel, retiring.",
117,1688,PN1688,congress.gov_api,2025,7,2022-01-19,2022-07-19,Confirmed by the Senate by Yea-Nay Vote. 58 - 36. Record Vote Number: 257.,,United States District Judge for the District of Colorado,The Judiciary,"Nina Nin-Yuen Wang, of Colorado, to be United States District Judge for the District of Colorado, vice Christine M. Arguello, retiring.",CO-None
117,1967,PN1967,congress.gov_api,2025,7,2022-04-25,2022-07-14,Confirmed by the Senate by Voice Vote.,,United States District Judge for the Southern District of Iowa,The Judiciary,"Stephen Henley Locher, of Iowa, to be United States District Judge for the Southern District of Iowa, vice John Alfred Jarvey, retired.",IA-S
117,1492,PN1492,congress.gov_api,2025,7,2022-01-03,2022-07-14,Received message of withdrawal of nomination from the President.,,Associate Judge of the District of Columbia Court of Appeals,The Judiciary,"Tovah R. Calderon, of the District of Columbia, to be an Associate Judge of the District of Columbia Court of Appeals for the term of fifteen years, vice Kathryn A. Oberly, retired.",
117,1974,PN1974,congress.gov_api,2025,7,2022-04-25,2022-06-23,Confirmed by the Senate by Voice Vote.,,United States Attorney for the Eastern District of California,Department of Justice,"Phillip A. Talbert, of California, to be United States Attorney for the Eastern District of California for the term of four years, vice McGregor W. Scott, resigned.",CA-E
117,1683,PN1683,congress.gov_api,2025,7,2022-01-19,2022-06-21,Confirmed by the Senate by Yea-Nay Vote. 53 - 45. Record Vote Number: 234.,,United States District Judge for the Eastern District of California,The Judiciary,"Ana Isabel de Alba, of California, to be United States District Judge for the Eastern District of California, vice Morrison C. England, Jr., retired.",CA-E
117,1002,PN1002,congress.gov_api,2025,7,2021-08-09,2022-06-07,Confirmed by the Senate by Yea-Nay Vote. 76 - 21. Record Vote Number: 214.,,Assistant Secretary of the Air Force,Department of Defense,"Alex Wagner, of the District of Columbia, to be an Assistant Secretary of the Air Force, vice Shon J. Manasco.",
117,1973,PN1973,congress.gov_api,2025,7,2022-04-25,2022-06-13,Confirmed by the Senate by Voice Vote.,,United States Attorney for the Eastern District of Pennsylvania,Department of Justice,"Jacqueline C. Romero, of Pennsylvania, to be United States Attorney for the Eastern District of Pennsylvania for the term of four years, vice William M. McSwain, resigned.",PA-E
117,1972,PN1972,congress.gov_api,2025,7,2022-04-25,2022-06-13,Confirmed by the Senate by Voice Vote.,,United States Attorney for the Middle District of Pennsylvania,Department of Justice,"Gerard M. Karam, of Pennsylvania, to be United States Attorney for the Middle District of Pennsylvania for the term of four years, vice David J. Freed, resigned.",PA-M
117,1971,PN1971,congress.gov_api,2025,7,2022-04-25,2022-06-13,Confirmed by the Senate by Voice Vote.,,United States Attorney for the District of Idaho,Department of Justice,"Joshua D. Hurwit, of Idaho, to be United States Attorney for the District of Idaho, for the term of four years, vice Bart M. Davis, resigned.",ID-None
117,1685,PN1685,congress.gov_api,2025,7,2022-01-19,2022-06-09,Confirmed by the Senate by Yea-Nay Vote. 51 - 46. Record Vote Number: 223.,,United States District Judge for the Southern District of California,The Judiciary,"Robert Steven Huie, of California, to be United States District Judge for the Southern District of California, vice Michael M. Anello, retired.",CA-S
117,1481,PN1481,congress.gov_api,2025,7,2021-12-15,2022-06-08,Confirmed by the Senate by Yea-Nay Vote. 53 - 46. Record Vote Number: 220.,,United States District Judge for the Eastern District of New York,The Judiciary,"Nina Morrison, of New York, to be United States District Judge for the Eastern District of New York, vice Dora L. Irizarry, retired.",NY-E
117,2056,PN2056,congress.gov_api,2025,7,2022-05-05,2022-06-06,Received message of withdrawal of nomination from the President.,,United States Marshal for the District of Hawaii,Department of Justice,"Michael M. Contrades, of Hawaii, to be United States Marshal for the District of Hawaii for the term of four years, vice Charles L. Goodwin, retired.",HI-None
117,1604,PN1604,congress.gov_api,2025,7,2022-01-04,2022-05-26,Confirmed by the Senate by Voice Vote.,,Chairman of the Administrative Conference of the United States,Administrative Conference of the United States,"Andrew Fois, of the District of Columbia, to be Chairman of the Administrative Conference of the United States for a term of five years, vice Paul R. Verkuil, resigned.",
117,1482,PN1482,congress.gov_api,2025,7,2021-12-15,2022-05-25,Confirmed by the Senate by Yea-Nay Vote. 51 - 43. Record Vote Number: 200.,,United States District Judge for the District of New Jersey,The Judiciary,"Evelyn Padin, of New Jersey, to be United States District Judge for the District of New Jersey, vice Faith S. Hochberg, retired.",NJ-None
117,1509,PN1509,congress.gov_api,2025,7,2022-01-03,2022-05-25,Confirmed by the Senate by Yea-Nay Vote. 48 - 46. Record Vote Number: 201.,,United States District Judge for the District of Colorado,The Judiciary,"Charlotte N. Sweeney, of Colorado, to be United States District Judge for the District of Colorado, vice Richard Brooke Jackson, retiring.",CO-None
117,1748,PN1748,congress.gov_api,2025,7,2022-02-02,2022-05-24,Confirmed by the Senate by Yea-Nay Vote. 49 - 43. Record Vote Number: 194.,,United States Circuit Judge for the Sixth Circuit,The Judiciary,"Stephanie Dawkins Davis, of Michigan, to be United States Circuit Judge for the Sixth Circuit, vice Helene N. White, retiring.",
117,78,PN78-0,congress.gov_api,2025,7,2021-01-20,,,Janet Louise Yellen,,,"Janet Louise Yellen, of California, to be Secretary of Defense",
117,1510,PN1510,congress.gov_api,2025,7,2022-01-03,2022-05-18,Confirmed by the Senate by Yea-Nay Vote. 51 - 44. Record Vote Number: 187.,,United States District Judge for the Northern District of California,The Judiciary,"Trina L. Thompson, of California, to be United States District Judge for the Northern District of California, vice Phyllis J. Hamilton, retired.",CA-N
117,1546,PN1546,congress.gov_api,2025,7,2022-01-04,2022-05-18,Confirmed by the Senate by Voice Vote.,,Assistant Secretary of Transportation,Department of Transportation,"Carol Annette Petsonk, of the District of Columbia, to be an Assistant Secretary of Transportation, vice Joel Szabat.",
117,1484,PN1484,congress.gov_api,2025,7,2021-12-15,2022-05-18,Confirmed by the Senate by Yea-Nay Vote. 51 - 47. Record Vote Number: 182.,,United States District Judge for the Southern District of New York,The Judiciary,"Jennifer Louise Rochon, of New York, to be United States District Judge for the Southern District of New York, vice George B. Daniels, retired.",NY-S
117,1486,PN1486,congress.gov_api,2025,7,2021-12-15,2022-05-18,Confirmed by the Senate by Yea-Nay Vote. 51 - 45. Record Vote Number: 188.,,United States District Judge for the Central District of California,The Judiciary,"Sunshine Suzanne Sykes, of California, to be United States District Judge for the Central District of California, vice James V. Selna, retired.",CA-C
117,1703,PN1703,congress.gov_api,2025,7,2022-01-31,2022-05-17,Confirmed by the Senate by Voice Vote.,,United States Attorney for the District of Montana,Department of Justice,"Jesse A. Laslovich, of Montana, to be United States Attorney for the District of Montana for the term of four years, vice Kurt G. Alme, resigned.",MT-None
117,1761,PN1761,congress.gov_api,2025,7,2022-02-07,2022-05-17,Received message of withdrawal of nomination from the President.,,"Deputy Administrator for  Resilience, Federal Emergency Management Agency",Department of Homeland Security,"Alice Hill, of the District of Columbia, to be Deputy Administrator for Resilience, Federal Emergency Management Agency, Department of Homeland Security, vice Daniel J. Kaniewski.",
117,1705,PN1705,congress.gov_api,2025,7,2022-01-31,2022-05-17,Confirmed by the Senate by Voice Vote.,,United States Attorney for the District of New Mexico,Department of Justice,"Alexander M.M. Uballez, of New Mexico, to be United States Attorney for the District of New Mexico for the term of four years, vice John C. Anderson, resigned.",NM-None
117,1970,PN1970,congress.gov_api,2025,7,2022-04-25,2022-05-17,Confirmed by the Senate by Voice Vote.,,United States Attorney for the Southern District of Illinois,Department of Justice,"Rachelle L. Crowe, of Illinois, to be United States Attorney for the Southern District of Illinois for the term of four years, vice Stephen R. Wigginton, resigned.",IL-S
117,1704,PN1704,congress.gov_api,2025,7,2022-01-31,2022-05-17,Confirmed by the Senate by Voice Vote.,,United States Attorney for the District of Alaska,Department of Justice,"S. Lane Tucker, of Alaska, to be United States Attorney for the District of Alaska for the term of four years, vice Bryan D. Schroder, resigned.",AK-None
117,1532,PN1532,congress.gov_api,2025,7,2022-01-04,2022-05-12,Confirmed by the Senate by Voice Vote.,,Chief Financial Officer,Department of Transportation,"Victoria Marie Baecher Wassmer, of the District of Columbia, to be Chief Financial Officer, Department of Transportation, vice John E. Kramer.",
117,1383,PN1383,congress.gov_api,2025,7,2021-11-15,2022-04-27,Confirmed by the Senate by Voice Vote.,,United States Attorney for the Western District of Michigan,Department of Justice,"Mark A. Totten, of Michigan, to be United States Attorney for the Western District of Michigan for the term of four years, vice Patrick A. Miles, Jr., resigned.",MI-W
117,1382,PN1382,congress.gov_api,2025,7,2021-11-15,2022-04-27,Confirmed by the Senate by Voice Vote.,,United States Marshal for the Northern District of Illinois,Department of Justice,"LaDon A. Reynolds, of Illinois, to be United States Marshal for the Northern District of Illinois for the term of four years, vice Edward L. Gilmore, resigned.",IL-N
117,1200,PN1200,congress.gov_api,2025,7,2021-09-28,2022-04-27,Confirmed by the Senate by Voice Vote.,,United States Attorney for the District of the Virgin Islands,Department of Justice,"Delia L. Smith, of the Virgin Islands, to be United States Attorney for the District of the Virgin Islands for the term of four years, vice Ronald W. Sharpe, resigned.",
117,1374,PN1374,congress.gov_api,2025,7,2021-11-15,2022-04-27,Confirmed by the Senate by Voice Vote.,,United States Attorney for the Northern District of Georgia,Department of Justice,"Ryan K. Buchanan, of Georgia, to be United States Attorney for the Northern District of Georgia for the term of four years, vice Byung J. Pak, resigned.",GA-N
117,1378,PN1378,congress.gov_api,2025,7,2021-11-15,2022-04-27,Confirmed by the Senate by Voice Vote.,,United States Marshal for the District of Minnesota,Department of Justice,"Eddie M. Frizell, of Minnesota, to be United States Marshal for the District of Minnesota for the term of four years, vice Ramona L. Dohman.",MN-None
117,1377,PN1377,congress.gov_api,2025,7,2021-11-15,2022-04-27,Confirmed by the Senate by Voice Vote.,,United States Attorney for the District of Nevada,Department of Justice,"Jason M. Frierson, of Nevada, to be United States Attorney for the District of Nevada for the term of four years, vice Nicholas A. Trutanich, resigned.",NV-None
117,1375,PN1375,congress.gov_api,2025,7,2021-11-15,2022-04-27,Confirmed by the Senate by Voice Vote.,,United States Attorney for the Northern District of Ohio,Department of Justice,"Marisa T. Darden, of Ohio, to be United States Attorney for the Northern District of Ohio for the term of four years, vice Justin E. Herdman, resigned.",OH-N
117,1478,PN1478,congress.gov_api,2025,7,2021-12-15,2022-04-27,Confirmed by the Senate by Yea-Nay Vote. 62 - 33. Record Vote Number: 139.,,United States District Judge for the Central District of California,The Judiciary,"Sherilyn Peace Garnett, of California, to be United States District Judge for the Central District of California, vice Manuel L. Real, retired.",CA-C
117,1707,PN1707,congress.gov_api,2025,7,2022-01-31,2022-04-27,Confirmed by the Senate by Voice Vote.,,United States Attorney for the District of New Hampshire,Department of Justice,"Jane E. Young, of New Hampshire, to be United States Attorney for the District of New Hampshire for the term of four years, vice Scott W. Murray, resigned.",NH-None
117,1702,PN1702,congress.gov_api,2025,7,2022-01-31,2022-04-27,Confirmed by the Senate by Voice Vote.,,United States Attorney for the District of Utah,Department of Justice,"Trina A. Higgins, of Utah, to be United States Attorney for the District of Utah for the term of four years, vice John W. Huber, resigned.",UT-None
117,1701,PN1701,congress.gov_api,2025,7,2022-01-31,2022-04-27,Confirmed by the Senate by Voice Vote.,,United States Attorney for the District of Connecticut,Department of Justice,"Vanessa Roberts Avery, of Connecticut, to be United States Attorney for the District of Connecticut for the term of four years, vice John H. Durham, resigned.",CT-None
